time,x_reference,x_command,x_measure,z_reference,z_command,z_measure
3.8956546783447266,0.0,0.0,0,0.0,0.0,0
3.9411120414733887,0.0,0.0,0,0.0,0.0,0
3.9615588188171387,0.0,0.0,0,0.0,0.0,0
3.9812402725219727,0.0,0.0,0,0.0,0.0,0
4.000085830688477,0.0,0.0,0,0.0,0.0,0
4.018786668777466,0.0,0.0,0,0.0,0.0,0
4.037903785705566,0.0,0.0,0,0.0,0.0,0
4.056646347045898,0.0,0.0,0,0.0,0.0,0
4.075267553329468,0.0,0.0,0,0.0,0.0,0
4.093960523605347,0.0,0.0,0,0.0,0.0,0
4.112639665603638,0.0,0.0,0,0.0,0.0,0
4.131420373916626,0.0,0.0,0,0.0,0.0,0
4.150367021560669,0.0,0.0,0,0.0,0.0,0
4.169399738311768,0.0,0.0,0,0.0,0.0,0
4.188485145568848,0.0,0.0,0,0.0,0.0,0
4.207307815551758,0.0,0.0,0,0.0,0.0,0
4.226083278656006,0.0,0.0,0,0.0,0.0,0
4.245062828063965,0.0,0.0,0,0.0,0.0,0
4.263733386993408,0.0,0.0,0,0.0,0.0,0
4.2827489376068115,0.0,0.0,0,0.0,0.0,0
4.30186128616333,0.0,0.0,0,0.0,0.0,0
4.320607423782349,0.0,0.0,0,0.0,0.0,0
4.33978271484375,0.0,0.0,0,0.0,0.0,0
4.358412265777588,0.0,0.0,0,0.0,0.0,0
4.377399444580078,0.0,0.0,0,0.0,0.0,0
4.396131992340088,0.0,0.0,0,0.0,0.0,0
4.41515326499939,0.0,0.0,0,0.0,0.0,0
4.433923959732056,0.0,0.0,0,0.0,0.0,0
4.452749729156494,0.0,0.0,0,0.0,0.0,0
4.471599340438843,0.0,0.0,0,0.0,0.0,0
4.490757703781128,0.0,0.0,0,0.0,0.0,0
4.50981068611145,0.0,0.0,0,0.0,0.0,0
4.529325246810913,0.0,0.0,0,0.0,0.0,0
4.548031330108643,0.0,0.0,0,0.0,0.0,0
4.567756652832031,0.0,0.0,0,0.0,0.0,0
4.586607456207275,0.0,0.0,0,0.0,0.0,0
4.605611801147461,0.0,0.0,0,0.0,0.0,0
4.6243321895599365,0.0,0.0,0,0.0,0.0,0
4.643975257873535,0.0,0.0,0,0.0,0.0,0
4.66294527053833,0.0,0.0,0,0.0,0.0,0
4.682021617889404,0.0,0.0,0,0.0,0.0,0
4.701174259185791,0.0,0.0,0,0.0,0.0,0
4.72010064125061,0.0,0.0,0,0.0,0.0,0
4.739365339279175,0.0,0.0,0,0.0,0.0,0
4.759579658508301,0.0,0.0,0,0.0,0.0,0
4.77933406829834,0.0,0.0,0,0.0,0.0,0
4.798775911331177,0.0,0.0,0,0.0,0.0,0
4.818313837051392,0.0,0.0,0,0.0,0.0,0
4.8382956981658936,0.0,0.0,0,0.0,0.0,0
4.8587870597839355,0.0,0.0,0,0.0,0.0,0
4.8782103061676025,0.0,0.0,0,0.0,0.0,0
4.897542953491211,0.0,0.0,0,0.0,0.0,0
4.916584491729736,0.0,0.0,0,0.0,0.0,0
4.935704946517944,0.0,0.0,0,0.0,0.0,0
4.955233812332153,0.0,0.0,0,0.0,0.0,0
4.974896669387817,0.0,0.0,0,0.0,0.0,0
4.994265556335449,0.0,0.0,0,0.0,0.0,0
5.013515949249268,0.0,0.0,0,0.0,0.0,0
5.032559871673584,0.0,0.0,0,0.0,0.0,0
5.051914215087891,0.0,0.0,0,0.0,0.0,0
5.071471691131592,0.0,0.0,0,0.0,0.0,0
5.090920686721802,0.0,0.0,0,0.0,0.0,0
5.110188961029053,0.0,0.0,0,0.0,0.0,0
5.129424571990967,0.0,0.0,0,0.0,0.0,0
5.148454189300537,0.0,0.0,0,0.0,0.0,0
5.167182683944702,0.0,0.0,0,0.0,0.0,0
5.186199188232422,0.0,0.0,0,0.0,0.0,0
