time,x_reference,x_command,x_measure,z_reference,z_command,z_measure
2.261317014694214,0.0,0.0,0,0.0,0.0,0
2.4909257888793945,0.0,0.0,0,0.0,0.0,0
2.553565740585327,0.0,0.0,0,0.0,0.0,0
2.5774571895599365,0.0,0.0,0,0.0,0.0,0
2.5957839488983154,0.0,0.0,0,0.0,0.0,0
2.6138365268707275,0.0,0.0,0,0.0,0.0,0
2.6319336891174316,0.0,0.0,0,0.0,0.0,0
2.6497976779937744,0.0,0.0,0,0.0,0.0,0
2.6674885749816895,0.0,0.0,0,0.0,0.0,0
2.685269832611084,0.0,0.0,0,0.0,0.0,0
2.703352689743042,0.0,0.0,0,0.0,0.0,0
2.720956563949585,0.0,0.0,0,0.0,0.0,0
2.7388362884521484,0.0,0.0,0,0.0,0.0,0
2.7565081119537354,0.0,0.0,0,0.0,0.0,0
2.7745871543884277,0.0,0.0,0,0.0,0.0,0
2.7924540042877197,0.0,0.0,0,0.0,0.0,0
2.810485363006592,0.0,0.0,0,0.0,0.0,0
2.828345775604248,0.0,0.0,0,0.0,0.0,0
2.8464550971984863,0.0,0.0,0,0.0,0.0,0
2.8643922805786133,0.0,0.0,0,0.0,0.0,0
2.882333517074585,0.0,0.0,0,0.0,0.0,0
2.904391050338745,0.0,0.0,0,0.0,0.0,0
2.9222300052642822,0.0,0.0,0,0.0,0.0,0
2.940077543258667,0.0,0.0,0,0.0,0.0,0
2.9581570625305176,0.0,0.0,0,0.0,0.0,0
2.976118803024292,0.0,0.0,0,0.0,0.0,0
2.9944143295288086,0.0,0.0,0,0.0,0.0,0
3.012063503265381,0.0,0.0,0,0.0,0.0,0
3.032992124557495,0.0,0.0,0,0.0,0.0,0
3.0511586666107178,0.0,0.0,0,0.0,0.0,0
3.0695173740386963,0.0,0.0,0,0.0,0.0,0
3.087383985519409,0.0,0.0,0,0.0,0.0,0
3.105586290359497,0.0,0.0,0,0.0,0.0,0
3.1237637996673584,0.0,0.0,0,0.0,0.0,0
3.142190933227539,0.0,0.0,0,0.0,0.0,0
3.160487651824951,0.0,0.0,0,0.0,0.0,0
3.1782641410827637,0.0,0.0,0,0.0,0.0,0
3.196255683898926,0.0,0.0,0,0.0,0.0,0
3.215855598449707,0.0,0.0,0,0.0,0.0,0
3.2336974143981934,0.0,0.0,0,0.0,0.0,0
3.2516422271728516,0.0,0.0,0,0.0,0.0,0
3.2695624828338623,0.0,0.0,0,0.0,0.0,0
3.287658214569092,0.0,0.0,0,0.0,0.0,0
